Date,Origin,Price,Commodity,Location,Country,Continent,FOB_Price_Type,Currency/Unit
2014-12-11,APW,283.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-11,ASW,277.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-11,French 11.5,242.75965000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-12-11,German 12.5,261.235625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-12-11,Black Sea Milling,258.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-12-10,2SRW,268.5170105,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-10,US White,297.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-12-10,HRW 12,283.674488,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-10,Argentine 12,250.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-12-10,APW,283.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-10,ASW,277.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-10,French 11.5,244.86357000000004,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-12-10,German 12.5,263.2875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-12-10,Black Sea Milling,259.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-12-09,2SRW,273.018322,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-09,US White,300.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-12-09,HRW 12,290.01306950000003,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-09,Argentine 12,253.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-12-09,APW,283.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-09,ASW,277.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-09,French 11.5,246.76797000000005,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-12-09,German 12.5,263.541,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-12-09,Black Sea Milling,259.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-12-06,2SRW,271.548506,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-06,US White,300.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-12-06,HRW 12,290.01306950000003,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-06,Argentine 12,253.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-12-06,APW,283.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-06,ASW,277.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-06,French 11.5,245.75246000000004,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-12-06,German 12.5,263.113,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-12-06,Black Sea Milling,260.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-12-05,2SRW,269.2519185,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-05,US White,305.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-12-05,HRW 12,287.900209,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-05,Argentine 12,253.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-12-05,APW,283.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-05,ASW,277.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-05,French 11.5,247.61815500000003,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-12-05,German 12.5,263.932875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-12-05,Black Sea Milling,260.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-12-04,2SRW,269.160055,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-04,US White,306.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-12-04,HRW 12,289.4618885,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-04,Argentine 12,253.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-12-04,APW,283.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-04,ASW,277.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-04,French 11.5,246.56759000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-12-04,German 12.5,265.788,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-12-04,Black Sea Milling,262.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-12-03,2SRW,275.3149095,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-03,US White,310.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-12-03,HRW 12,296.2597875,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-03,Argentine 12,252.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-12-03,APW,283.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-03,ASW,277.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-03,French 11.5,247.13151000000005,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-12-03,German 12.5,266.4925,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-12-03,Black Sea Milling,264.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-12-02,2SRW,276.6009985,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-02,US White,310.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-12-02,HRW 12,300.6692355,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-12-02,Argentine 12,252.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-12-02,APW,283.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-02,ASW,277.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-12-02,French 11.5,249.12531000000004,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-12-02,German 12.5,266.455875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-12-02,Black Sea Milling,261.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-29,2SRW,266.4960135,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-29,US White,300.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-29,HRW 12,290.656114,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-29,HRS 13.5,295,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-29,Argentine 12,252.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-29,APW,273.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-29,ASW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-29,French 11.5,246.648225,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-29,German 12.5,257.715375,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-29,Black Sea Milling,252.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-28,2SRW,260.89234,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-28,US White,292.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-28,HRW 12,285.144304,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-28,HRS 13.5,285,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-28,Argentine 12,252.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-28,APW,273.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-28,ASW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-28,French 11.5,242.33384999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-28,German 12.5,257.191,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-28,Black Sea Milling,252.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-27,2SRW,260.89234,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-27,US White,292.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-27,HRW 12,285.144304,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-27,HRS 13.5,285,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-27,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-27,APW,273.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-27,ASW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-27,French 11.5,245.00834999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-27,German 12.5,259.89525,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-27,Black Sea Milling,252.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-26,2SRW,257.034073,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-26,US White,290.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-26,HRW 12,283.9500785,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-26,HRS 13.5,283,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-26,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-26,APW,276.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-26,ASW,270.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-26,French 11.5,242.56889999999999,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-26,German 12.5,257.40225,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-26,Black Sea Milling,252.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-25,2SRW,253.6351235,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-25,US White,287.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-25,HRW 12,280.0918115,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-25,HRS 13.5,280,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-25,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-25,APW,276.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-25,ASW,270.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-25,French 11.5,240.858625,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-25,German 12.5,256.886875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-25,Black Sea Milling,251.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-22,2SRW,254.3700315,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-22,US White,288.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-22,HRW 12,279.999948,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-22,HRS 13.5,281,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-22,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-22,APW,276.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-22,ASW,270.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-22,French 11.5,241.7289,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-22,German 12.5,252.44625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-22,Black Sea Milling,250.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-21,2SRW,254.3700315,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-21,US White,284.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-21,HRW 12,278.2545415,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-21,HRS 13.5,281,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-21,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-21,APW,276.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-21,ASW,270.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-21,French 11.5,241.4241,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-21,German 12.5,251.640125,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-21,Black Sea Milling,250.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-20,2SRW,250.8792185,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-20,US White,280.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-20,HRW 12,272.3752775,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-20,HRS 13.5,277,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-20,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-20,APW,281.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-20,ASW,275.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-20,French 11.5,241.495425,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-20,German 12.5,249.21675000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-20,Black Sea Milling,250.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-19,2SRW,256.115438,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-19,US White,284.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-19,HRW 12,276.141681,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-19,HRS 13.5,280,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-19,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-19,APW,281.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-19,ASW,275.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-19,French 11.5,242.364225,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-19,German 12.5,249.75987500000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-19,Black Sea Milling,251.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-18,2SRW,257.8608445,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-18,US White,285.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-18,HRW 12,278.346405,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-18,HRS 13.5,281,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-18,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-18,APW,281.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-18,ASW,275.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-18,French 11.5,242.7002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-18,German 12.5,249.774,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-18,Black Sea Milling,250.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-15,2SRW,262.913337,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-15,US White,288.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-15,HRW 12,283.123307,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-15,HRS 13.5,283,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-15,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-15,APW,272.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-15,ASW,266.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-15,French 11.5,246.24149999999997,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-15,German 12.5,254.88375,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-15,Black Sea Milling,250.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-14,2SRW,265.9448325,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-14,US White,287.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-14,HRW 12,287.80834550000003,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-14,HRS 13.5,285,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-14,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-14,APW,272.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-14,ASW,266.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-14,French 11.5,243.699125,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-14,German 12.5,253.2425,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-14,Black Sea Milling,250.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-13,2SRW,261.90283850000003,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-13,US White,285.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-13,HRW 12,285.6036215,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-13,HRS 13.5,285,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-13,Argentine 12,252.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-13,APW,272.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-13,ASW,266.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-13,French 11.5,241.55745,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-13,German 12.5,251.07787499999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-13,Black Sea Milling,252.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-12,2SRW,255.4723935,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-12,US White,280.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-12,HRW 12,277.978951,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-12,HRS 13.5,280,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-12,Argentine 12,252.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-12,APW,272.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-12,ASW,266.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-12,French 11.5,239.64475000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-12,German 12.5,247.005,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-12,Black Sea Milling,251.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-11,2SRW,252.5327615,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-11,US White,278.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-11,HRW 12,275.95795400000003,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-11,HRS 13.5,277,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-11,Argentine 12,256.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-11,APW,272.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-11,ASW,266.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-11,French 11.5,237.63285,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-11,German 12.5,245.28037500000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-11,Black Sea Milling,247.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-08,2SRW,251.522263,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-08,US White,274.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-08,HRW 12,275.3149095,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-08,HRS 13.5,277,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-08,Argentine 12,261.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-08,APW,272.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-08,ASW,266.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-08,French 11.5,232.247075,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-08,German 12.5,243.2625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-08,Black Sea Milling,247.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-07,2SRW,253.6351235,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-07,US White,274.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-07,HRW 12,278.897586,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-07,HRS 13.5,287,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-07,Argentine 12,261.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-07,APW,275.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-07,ASW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-07,French 11.5,233.236715,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-07,German 12.5,244.1815,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-07,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-06,2SRW,255.2886665,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-06,US White,275.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-06,HRW 12,280.918583,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-06,HRS 13.5,288,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-06,Argentine 12,261.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-06,APW,275.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-06,ASW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-06,French 11.5,235.86661999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-06,German 12.5,246.890875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-06,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-05,2SRW,257.401527,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-05,US White,277.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-05,HRW 12,283.0314435,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-05,HRS 13.5,361,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-05,Argentine 12,261.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-05,APW,275.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-05,ASW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-05,French 11.5,237.09459999999996,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-05,German 12.5,248.17625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-05,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-04,2SRW,260.2492955,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-04,US White,280.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-04,HRW 12,285.695485,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-04,HRS 13.5,294,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-04,Argentine 12,261.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-04,APW,275.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-04,ASW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-04,French 11.5,238.14683,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-04,German 12.5,249.17550000000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-04,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-11-01,2SRW,258.136435,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-01,US White,279.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-11-01,HRW 12,284.3175325,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-11-01,HRS 13.5,293,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-11-01,Argentine 12,261.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-11-01,APW,275.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-01,ASW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-11-01,French 11.5,235.99604999999997,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-11-01,German 12.5,247.055625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-11-01,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-31,2SRW,261.259794,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-31,US White,265.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-31,HRW 12,287.349028,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-31,HRS 13.5,295,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-31,Argentine 12,261.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-10-31,APW,271.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-31,ASW,265.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-31,French 11.5,238.95333,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-31,German 12.5,250.092375,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-31,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-30,2SRW,262.0865655,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-30,US White,267.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-30,HRW 12,290.839841,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-30,HRS 13.5,297,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-30,Argentine 12,265,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-10-30,APW,271.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-30,ASW,265.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-30,French 11.5,240.660135,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-30,German 12.5,253.1,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-30,Black Sea Milling,247.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-29,2SRW,261.1679305,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-29,US White,265.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-29,HRW 12,289.186298,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-29,HRS 13.5,295,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-29,Argentine 12,265,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2014-10-29,APW,271.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-29,ASW,265.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-29,French 11.5,239.50403999999997,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-29,German 12.5,253.306875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-29,Black Sea Milling,247.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-28,2SRW,258.2282985,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-28,US White,262.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-28,HRW 12,286.5222565,Wheat,Gulf,USA,North America,Flat,US$/Mt
